Name: STRATO3, HW Version: 1.1, SW Version: 2.0, SN: 1001005000548
#;Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over Ground [knots];Speed over Ground [km/h];Course over Ground;Altitude NN [m];Board: Temp [C];Extern: Temp [C];Extern: Hum [perc];Extern: Press [hPa];Batt Voltage [V];Logger Status
$;00:09:25;06:06:59;20.07.2019;Y;09;43 39.18531 N;005 35.10454 E;0.106;0.1;;213.4;26.375;24.500;52.811;993.929;8.8;66673
$;00:09:27;06:07:01;20.07.2019;Y;09;43 39.18524 N;005 35.10444 E;0.210;0.3;;213.7;26.375;24.375;52.757;994.99;8.8;66673
$;00:09:29;06:07:03;20.07.2019;Y;09;43 39.18523 N;005 35.10437 E;0.070;0.1;;213.9;26.375;24.375;52.818;994.70;8.8;66673
$;00:09:31;06:07:05;20.07.2019;Y;09;43 39.18529 N;005 35.10446 E;0.032;0.0;;214.3;26.375;24.250;53.284;993.900;8.8;66673
$;00:09:33;06:07:07;20.07.2019;Y;09;43 39.18515 N;005 35.10440 E;0.291;0.5;;214.0;26.375;24.250;53.551;994.49;8.8;66673
$;00:09:35;06:07:09;20.07.2019;Y;08;43 39.18512 N;005 35.10442 E;0.182;0.3;;213.6;26.500;24.250;53.864;994.109;8.8;66673
$;00:09:37;06:07:11;20.07.2019;Y;09;43 39.18517 N;005 35.10449 E;0.168;0.3;;213.8;26.375;24.125;53.864;994.179;8.8;66673
$;00:09:39;06:07:13;20.07.2019;Y;09;43 39.18526 N;005 35.10452 E;0.105;0.1;;213.8;26.500;24.125;53.886;994.59;8.8;66673
$;00:09:41;06:07:15;20.07.2019;Y;09;43 39.18541 N;005 35.10454 E;0.224;0.4;;214.1;26.375;24.125;54.421;994.159;8.8;66673
$;00:09:43;06:07:17;20.07.2019;Y;09;43 39.18542 N;005 35.10460 E;0.126;0.2;;214.4;26.500;24.125;54.756;994.80;8.8;66673
$;00:09:45;06:07:19;20.07.2019;Y;09;43 39.18536 N;005 35.10452 E;0.075;0.1;;214.8;26.500;24.125;54.749;994.30;8.8;66673
$;00:09:47;06:07:21;20.07.2019;Y;09;43 39.18537 N;005 35.10448 E;0.230;0.4;;214.6;26.375;24.125;54.794;994.49;8.8;66673
$;00:09:49;06:07:23;20.07.2019;Y;09;43 39.18547 N;005 35.10444 E;0.121;0.2;;214.4;26.375;24.0;54.749;994.159;8.8;66673
$;00:09:51;06:07:25;20.07.2019;Y;09;43 39.18549 N;005 35.10436 E;0.101;0.1;;214.2;26.500;24.0;54.764;994.70;8.7;66673
$;00:09:53;06:07:27;20.07.2019;Y;09;43 39.18561 N;005 35.10432 E;0.060;0.1;;213.9;26.500;24.0;54.840;993.909;8.8;66673
$;00:09:55;06:07:29;20.07.2019;Y;09;43 39.18562 N;005 35.10428 E;0.126;0.2;;214.1;26.500;23.875;55.313;994.119;8.8;66673
$;00:09:57;06:07:31;20.07.2019;Y;09;43 39.18581 N;005 35.10444 E;0.089;0.1;;214.1;26.500;23.875;55.77;994.119;8.8;66673
$;00:09:59;06:07:33;20.07.2019;Y;09;43 39.18591 N;005 35.10454 E;0.034;0.0;;214.3;26.375;23.875;55.176;994.150;8.8;66673
$;00:10:01;06:07:35;20.07.2019;Y;09;43 39.18603 N;005 35.10456 E;0.106;0.1;;214.4;26.500;23.750;55.435;994.179;8.8;66673
$;00:10:03;06:07:37;20.07.2019;Y;09;43 39.18624 N;005 35.10472 E;0.087;0.1;;214.6;26.625;23.750;55.740;994.30;8.8;66673
$;00:10:05;06:07:39;20.07.2019;Y;09;43 39.18633 N;005 35.10473 E;0.032;0.0;;214.6;26.375;23.750;55.779;994.39;8.8;66673
$;00:10:07;06:07:41;20.07.2019;Y;09;43 39.18642 N;005 35.10474 E;0.099;0.1;;214.7;26.500;23.625;55.717;994.150;8.8;66673
$;00:10:09;06:07:43;20.07.2019;Y;09;43 39.18642 N;005 35.10475 E;0.187;0.3;;214.5;26.500;23.625;55.801;994.80;8.8;66673
$;00:10:11;06:07:45;20.07.2019;Y;09;43 39.18641 N;005 35.10471 E;0.012;0.0;;214.3;26.500;23.625;55.840;994.140;8.7;66673
$;00:10:13;06:07:47;20.07.2019;Y;09;43 39.18631 N;005 35.10469 E;0.030;0.0;;213.5;26.500;23.750;56.282;994.20;8.8;66673
$;00:10:15;06:07:49;20.07.2019;Y;09;43 39.18650 N;005 35.10472 E;0.065;0.1;;214.0;26.500;23.750;55.962;994.20;8.8;66673
$;00:10:17;06:07:51;20.07.2019;Y;09;43 39.18620 N;005 35.10462 E;0.150;0.2;;213.5;26.625;23.750;55.893;994.109;8.8;66673
$;00:10:19;06:07:53;20.07.2019;Y;09;43 39.18615 N;005 35.10458 E;0.112;0.2;;213.0;26.625;23.750;55.840;994.190;8.8;66673
$;00:10:21;06:07:55;20.07.2019;Y;09;43 39.18606 N;005 35.10460 E;0.118;0.2;;212.8;26.625;23.625;56.175;994.140;8.8;66673
$;00:10:23;06:07:57;20.07.2019;Y;09;43 39.18605 N;005 35.10470 E;0.098;0.1;;212.7;26.500;23.625;55.840;994.150;8.8;66673
$;00:10:25;06:07:59;20.07.2019;Y;09;43 39.18615 N;005 35.10477 E;0.068;0.1;;212.0;26.625;23.625;55.908;994.49;8.8;66673
$;00:10:27;06:08:01;20.07.2019;Y;09;43 39.18613 N;005 35.10478 E;0.017;0.0;;211.4;26.625;23.625;55.977;994.179;8.8;66673
$;00:10:29;06:08:03;20.07.2019;Y;09;43 39.18611 N;005 35.10488 E;0.137;0.2;;211.6;26.625;23.500;56.213;994.159;8.7;66673
$;00:10:31;06:08:05;20.07.2019;Y;09;43 39.18609 N;005 35.10490 E;0.051;0.0;;211.8;26.625;23.625;56.343;994.210;8.8;66673
$;00:10:33;06:08:07;20.07.2019;Y;09;43 39.18618 N;005 35.10497 E;0.100;0.1;;212.1;26.625;23.625;56.305;993.960;8.8;66673
$;00:10:35;06:08:09;20.07.2019;Y;09;43 39.18623 N;005 35.10496 E;0.071;0.1;;212.1;26.625;23.500;56.282;994.39;8.8;66673
$;00:10:37;06:08:11;20.07.2019;Y;09;43 39.18631 N;005 35.10488 E;0.082;0.1;;212.4;26.625;23.625;56.458;994.140;8.8;66673
$;00:10:39;06:08:13;20.07.2019;Y;09;43 39.18630 N;005 35.10483 E;0.018;0.0;;212.1;26.625;23.500;56.541;994.49;8.8;66673
$;00:10:41;06:08:15;20.07.2019;Y;09;43 39.18634 N;005 35.10480 E;0.029;0.0;;212.0;26.750;23.750;56.519;994.159;8.8;66673
$;00:10:43;06:08:17;20.07.2019;Y;09;43 39.18636 N;005 35.10477 E;0.040;0.0;;211.9;26.875;23.625;56.587;994.80;8.8;66673
$;00:10:45;06:08:19;20.07.2019;Y;09;43 39.18637 N;005 35.10468 E;0.094;0.1;;211.9;26.625;23.625;56.488;994.49;8.8;66673
$;00:10:47;06:08:21;20.07.2019;Y;09;43 39.18639 N;005 35.10467 E;0.141;0.2;;211.9;26.750;23.500;56.351;994.20;8.8;66673
$;00:10:49;06:08:23;20.07.2019;Y;09;43 39.18640 N;005 35.10468 E;0.048;0.0;;212.3;26.625;23.500;56.625;994.20;8.8;66673
$;00:10:51;06:08:25;20.07.2019;Y;08;43 39.18634 N;005 35.10461 E;0.403;0.7;;212.3;26.875;23.625;56.564;994.30;8.8;66673
$;00:10:53;06:08:27;20.07.2019;Y;08;43 39.18633 N;005 35.10453 E;0.130;0.2;;212.3;26.625;23.625;57.152;994.80;8.8;66673
$;00:10:55;06:08:29;20.07.2019;Y;09;43 39.18649 N;005 35.10407 E;1.215;2.2;227.19;212.2;26.750;23.500;57.343;993.979;8.8;66673
$;00:10:57;06:08:31;20.07.2019;Y;09;43 39.18709 N;005 35.10462 E;2.240;4.1;23.11;211.9;26.750;23.625;57.518;994.150;8.8;66673
$;00:10:59;06:08:33;20.07.2019;Y;09;43 39.18763 N;005 35.10678 E;3.645;6.7;63.22;211.4;26.750;23.375;64.278;993.750;8.8;66673
$;00:11:01;06:08:35;20.07.2019;Y;09;43 39.18865 N;005 35.10908 E;3.253;6.0;62.86;211.2;26.625;23.750;66.788;993.950;8.8;66673
$;00:11:03;06:08:37;20.07.2019;Y;09;43 39.18943 N;005 35.11154 E;3.310;6.1;67.19;211.0;27.0;24.250;66.612;993.890;8.7;66673
$;00:11:05;06:08:39;20.07.2019;Y;09;43 39.18993 N;005 35.11400 E;3.622;6.7;75.87;210.7;26.625;24.125;72.891;993.919;8.8;66673
$;00:11:07;06:08:41;20.07.2019;Y;09;43 39.19040 N;005 35.11650 E;2.999;5.5;76.59;211.1;26.625;24.375;59.479;993.789;8.8;66673
$;00:11:09;06:08:43;20.07.2019;Y;09;43 39.19082 N;005 35.11854 E;2.725;5.0;71.05;211.9;26.875;24.250;55.626;994.169;8.8;66673
$;00:11:11;06:08:45;20.07.2019;Y;09;43 39.19107 N;005 35.12013 E;1.642;3.0;72.39;212.1;26.750;24.125;56.129;993.799;8.8;66673
$;00:11:13;06:08:47;20.07.2019;Y;09;43 39.19133 N;005 35.12130 E;1.227;2.2;;211.7;26.875;24.125;56.564;994.20;8.8;66673
$;00:11:15;06:08:49;20.07.2019;Y;09;43 39.19215 N;005 35.12190 E;1.869;3.4;29.27;212.4;27.0;24.0;56.763;994.10;8.8;66673
$;00:11:17;06:08:51;20.07.2019;Y;09;43 39.19341 N;005 35.12287 E;3.169;5.8;25.88;212.5;26.875;23.875;56.496;993.979;8.8;66673
$;00:11:19;06:08:53;20.07.2019;Y;09;43 39.19461 N;005 35.12407 E;2.695;4.9;29.87;212.3;26.875;23.750;56.786;994.109;8.8;66673
$;00:11:21;06:08:55;20.07.2019;Y;09;43 39.19563 N;005 35.12519 E;2.474;4.5;30.21;212.1;26.875;23.750;57.60;994.59;8.8;66673
$;00:11:23;06:08:57;20.07.2019;Y;09;43 39.19673 N;005 35.12642 E;2.355;4.3;38.15;212.2;26.875;23.625;57.182;994.30;8.8;66673
$;00:11:25;06:08:59;20.07.2019;Y;09;43 39.19778 N;005 35.12757 E;2.422;4.4;32.21;211.9;26.875;23.625;57.419;994.10;8.8;66673
$;00:11:27;06:09:01;20.07.2019;Y;09;43 39.19895 N;005 35.12852 E;2.668;4.9;32.13;212.2;27.0;23.625;57.648;994.150;8.8;66673
$;00:11:29;06:09:03;20.07.2019;Y;09;43 39.20017 N;005 35.12949 E;2.702;5.0;31.43;212.1;26.750;23.500;57.854;993.960;8.8;66673
$;00:11:31;06:09:05;20.07.2019;Y;09;43 39.20104 N;005 35.13057 E;1.939;3.5;34.74;211.0;26.875;23.500;58.289;994.59;8.8;66673
$;00:11:33;06:09:07;20.07.2019;Y;09;43 39.20165 N;005 35.13185 E;1.854;3.4;44.28;211.1;27.125;23.375;58.334;993.989;8.8;66673
$;00:11:35;06:09:09;20.07.2019;Y;09;43 39.20207 N;005 35.13238 E;0.372;0.6;;211.3;26.875;23.375;58.441;993.950;8.8;66673
$;00:11:37;06:09:11;20.07.2019;Y;09;43 39.20234 N;005 35.13350 E;2.056;3.8;78.21;211.4;27.0;23.375;58.525;993.940;8.8;66673
$;00:11:39;06:09:13;20.07.2019;Y;09;43 39.20223 N;005 35.13529 E;2.130;3.9;82.35;211.8;27.0;23.250;58.510;994.119;8.8;66673
$;00:11:41;06:09:15;20.07.2019;Y;09;43 39.20237 N;005 35.13706 E;2.481;4.5;81.28;211.8;26.875;23.125;58.632;994.30;8.7;66673
$;00:11:43;06:09:17;20.07.2019;Y;07;43 39.20183 N;005 35.13730 E;4.990;9.2;;211.8;27.125;23.250;58.746;994.80;8.7;66673
$;00:11:45;06:09:19;20.07.2019;Y;09;43 39.20122 N;005 35.13768 E;1.170;2.1;82.92;211.8;27.125;23.125;58.838;994.59;8.8;66673
$;00:11:47;06:09:21;20.07.2019;Y;09;43 39.20123 N;005 35.13866 E;1.345;2.4;88.72;211.4;27.0;23.0;58.907;994.150;8.7;66673
$;00:11:49;06:09:23;20.07.2019;Y;06;43 39.20104 N;005 35.13989 E;1.397;2.5;;211.6;26.875;22.875;59.36;994.80;8.7;66673
$;00:11:51;06:09:25;20.07.2019;Y;09;43 39.20098 N;005 35.14106 E;1.277;2.3;89.30;211.6;27.0;23.0;59.128;994.109;8.7;66673
$;00:11:53;06:09:27;20.07.2019;Y;09;43 39.20159 N;005 35.14270 E;1.954;3.6;96.71;211.7;27.0;23.0;59.357;993.940;8.7;66673
$;00:11:55;06:09:29;20.07.2019;Y;09;43 39.20123 N;005 35.14440 E;1.536;2.8;95.82;211.6;26.875;22.875;59.525;994.39;8.7;66673
$;00:11:57;06:09:31;20.07.2019;Y;09;43 39.20120 N;005 35.14557 E;1.566;2.9;92.90;211.6;26.750;23.0;59.753;994.90;8.7;66673
$;00:11:59;06:09:33;20.07.2019;Y;09;43 39.20123 N;005 35.14659 E;1.198;2.2;97.79;211.6;26.875;22.875;59.929;993.950;8.8;66673
$;00:12:01;06:09:35;20.07.2019;Y;09;43 39.20153 N;005 35.14758 E;1.375;2.5;68.41;211.9;27.0;22.875;59.990;994.10;8.7;66673
$;00:12:03;06:09:37;20.07.2019;Y;09;43 39.20166 N;005 35.14824 E;0.929;1.7;74.49;211.8;27.0;22.875;60.257;994.109;8.8;66673
$;00:12:05;06:09:39;20.07.2019;Y;09;43 39.20189 N;005 35.14884 E;0.364;0.6;;211.2;27.0;22.875;60.165;994.70;8.8;66673
$;00:12:07;06:09:41;20.07.2019;Y;09;43 39.20199 N;005 35.14892 E;0.144;0.2;;211.6;26.875;22.750;59.883;994.80;8.7;66673
$;00:12:09;06:09:43;20.07.2019;Y;09;43 39.20191 N;005 35.14879 E;0.615;1.1;;211.7;27.0;22.750;60.341;993.919;8.7;66673
$;00:12:11;06:09:45;20.07.2019;Y;09;43 39.20204 N;005 35.14868 E;0.417;0.7;;212.1;27.0;22.750;60.646;994.49;8.7;66673
$;00:12:13;06:09:47;20.07.2019;Y;09;43 39.20231 N;005 35.14854 E;0.699;1.2;;212.4;27.0;22.750;60.494;994.80;8.8;66673
$;00:12:15;06:09:49;20.07.2019;Y;09;43 39.20227 N;005 35.14908 E;1.667;3.0;98.69;212.6;26.875;22.750;60.593;994.119;8.7;66673
$;00:12:17;06:09:51;20.07.2019;Y;09;43 39.20215 N;005 35.15009 E;0.140;0.2;;212.3;27.250;22.750;60.539;994.119;8.7;66673
$;00:12:19;06:09:53;20.07.2019;Y;09;43 39.20203 N;005 35.15068 E;1.245;2.3;98.75;211.8;27.125;22.625;60.570;993.979;8.8;66673
$;00:12:21;06:09:55;20.07.2019;Y;09;43 39.20231 N;005 35.15139 E;1.072;1.9;71.31;211.7;27.0;22.500;60.417;994.130;8.8;66673
$;00:12:23;06:09:57;20.07.2019;Y;09;43 39.20233 N;005 35.15161 E;0.061;0.1;;211.6;27.125;22.375;60.463;994.59;8.7;66673
$;00:12:25;06:09:59;20.07.2019;Y;09;43 39.20223 N;005 35.15159 E;0.079;0.1;;211.5;27.125;22.625;60.593;994.150;8.7;66673
$;00:12:27;06:10:01;20.07.2019;Y;09;43 39.20229 N;005 35.15153 E;0.056;0.1;;211.8;27.0;22.625;60.783;994.190;8.7;66673
$;00:12:29;06:10:03;20.07.2019;Y;09;43 39.20239 N;005 35.15148 E;0.043;0.0;;212.0;27.125;22.500;60.806;994.49;8.7;66673
$;00:12:31;06:10:05;20.07.2019;Y;09;43 39.20234 N;005 35.15144 E;0.291;0.5;;212.1;27.125;22.625;60.753;994.109;8.7;66673
$;00:12:33;06:10:07;20.07.2019;Y;09;43 39.20223 N;005 35.15138 E;0.212;0.3;;212.0;27.250;22.625;60.631;994.119;8.7;66673
$;00:12:35;06:10:09;20.07.2019;Y;09;43 39.20223 N;005 35.15143 E;0.092;0.1;;212.0;27.125;22.500;60.631;994.150;8.7;66673
$;00:12:37;06:10:11;20.07.2019;Y;09;43 39.20222 N;005 35.15142 E;0.293;0.5;;212.0;27.125;22.375;60.600;994.140;8.7;66673
$;00:12:39;06:10:13;20.07.2019;Y;09;43 39.20224 N;005 35.15120 E;0.269;0.4;;212.2;27.125;22.500;60.707;994.169;8.7;66673
$;00:12:41;06:10:15;20.07.2019;Y;09;43 39.20217 N;005 35.15122 E;0.167;0.3;;212.3;27.125;22.375;60.631;994.49;8.7;66673
